i,date,pm10,station_code,station_name,max_temp,min_temp,mean_temp,min_ground_temp,sum_precipitation,type_precipitation,show_height
229,2001-08-18,33.6,250190390,KRAKÓW-OBSERWATORIUM,30.2,19.4,23.7,17.0,0.0,,0
230,2001-08-19,28.5,250190390,KRAKÓW-OBSERWATORIUM,31.0,17.8,23.2,15.3,0.0,,0
231,2001-08-20,29.65,250190390,KRAKÓW-OBSERWATORIUM,31.5,17.8,22.7,15.8,0.0,,0
232,2001-08-21,51.7,250190390,KRAKÓW-OBSERWATORIUM,28.1,17.7,22.0,15.7,0.2,W,0
233,2001-08-22,52.1,250190390,KRAKÓW-OBSERWATORIUM,23.2,17.8,19.6,16.5,3.5,W,0
234,2001-08-23,31.2,250190390,KRAKÓW-OBSERWATORIUM,24.8,17.8,20.4,16.6,0.0,,0
235,2001-08-24,29.6,250190390,KRAKÓW-OBSERWATORIUM,26.6,15.3,19.8,15.1,0.0,,0
236,2001-08-25,47.6,250190390,KRAKÓW-OBSERWATORIUM,28.0,14.3,20.2,12.4,0.0,,0
237,2001-08-26,46.1,250190390,KRAKÓW-OBSERWATORIUM,28.9,17.4,21.8,15.4,0.0,,0
238,2001-08-27,46.2,250190390,KRAKÓW-OBSERWATORIUM,31.0,15.8,22.5,13.8,14.5,W,0
239,2001-08-28,33.9,250190390,KRAKÓW-OBSERWATORIUM,25.1,12.3,16.6,11.1,0.4,W,0
240,2001-08-29,26.1,250190390,KRAKÓW-OBSERWATORIUM,16.3,11.6,13.6,10.5,3.7,W,0
241,2001-08-30,34.0,250190390,KRAKÓW-OBSERWATORIUM,21.5,11.3,15.1,9.9,0.0,,0
242,2001-08-31,52.8,250190390,KRAKÓW-OBSERWATORIUM,22.7,8.5,14.6,6.9,0.8,W,0
243,2001-09-01,45.2,250190390,KRAKÓW-OBSERWATORIUM,17.2,13.4,15.1,11.7,1.7,W,0
244,2001-09-02,19.6,250190390,KRAKÓW-OBSERWATORIUM,18.7,14.1,15.3,12.8,0.2,W,0
245,2001-09-03,32.5,250190390,KRAKÓW-OBSERWATORIUM,20.6,8.8,14.0,7.4,0.0,,0
246,2001-09-04,44.7,250190390,KRAKÓW-OBSERWATORIUM,24.1,10.6,16.3,8.5,3.0,W,0
247,2001-09-05,28.85,250190390,KRAKÓW-OBSERWATORIUM,18.3,14.6,15.8,13.8,1.1,W,0
248,2001-09-06,23.05,250190390,KRAKÓW-OBSERWATORIUM,16.2,15.0,15.5,14.2,0.0,,0
249,2001-09-07,21.35,250190390,KRAKÓW-OBSERWATORIUM,18.7,12.5,14.7,11.5,0.0,W,0
250,2001-09-08,18.25,250190390,KRAKÓW-OBSERWATORIUM,17.0,10.4,12.7,9.7,11.8,W,0
251,2001-09-09,17.5,250190390,KRAKÓW-OBSERWATORIUM,15.5,9.4,11.6,8.1,1.2,W,0
252,2001-09-10,17.799999999999997,250190390,KRAKÓW-OBSERWATORIUM,13.0,9.0,11.1,8.2,0.4,W,0
253,2001-09-11,24.450000000000003,250190390,KRAKÓW-OBSERWATORIUM,13.6,10.1,11.6,8.3,0.3,W,0
254,2001-09-12,21.85,250190390,KRAKÓW-OBSERWATORIUM,15.0,10.1,11.9,9.0,0.8,W,0
255,2001-09-13,24.2,250190390,KRAKÓW-OBSERWATORIUM,17.7,11.0,13.6,9.9,0.0,W,0
256,2001-09-14,32.8,250190390,KRAKÓW-OBSERWATORIUM,20.4,9.7,13.9,7.3,6.2,W,0
257,2001-09-15,29.25,250190390,KRAKÓW-OBSERWATORIUM,13.8,11.6,12.4,11.3,15.1,W,0
258,2001-09-16,15.85,250190390,KRAKÓW-OBSERWATORIUM,12.3,10.6,11.1,10.4,8.9,W,0
259,2001-09-17,30.450000000000003,250190390,KRAKÓW-OBSERWATORIUM,13.9,8.2,10.9,6.2,5.9,W,0
260,2001-09-18,28.15,250190390,KRAKÓW-OBSERWATORIUM,17.9,10.3,12.7,7.8,0.0,,0
261,2001-09-19,32.150000000000006,250190390,KRAKÓW-OBSERWATORIUM,19.0,7.8,12.2,5.7,0.0,,0
262,2001-09-20,46.150000000000006,250190390,KRAKÓW-OBSERWATORIUM,21.0,6.0,11.8,4.0,0.0,,0
263,2001-09-21,62.6,250190390,KRAKÓW-OBSERWATORIUM,17.5,7.6,12.1,5.9,0.7,W,0
264,2001-09-22,38.0,250190390,KRAKÓW-OBSERWATORIUM,17.0,9.4,12.7,7.3,7.5,W,0
265,2001-09-23,29.0,250190390,KRAKÓW-OBSERWATORIUM,14.5,10.7,12.5,8.8,6.7,W,0
266,2001-09-24,24.35,250190390,KRAKÓW-OBSERWATORIUM,14.5,13.0,13.9,12.5,38.8,W,0
267,2001-09-25,28.7,250190390,KRAKÓW-OBSERWATORIUM,14.6,11.1,12.3,11.1,1.6,W,0
268,2001-09-26,33.8,250190390,KRAKÓW-OBSERWATORIUM,11.1,6.8,8.1,6.8,0.0,W,0
269,2001-09-27,32.95,250190390,KRAKÓW-OBSERWATORIUM,9.6,4.8,6.4,3.3,0.0,,0
270,2001-09-28,48.7,250190390,KRAKÓW-OBSERWATORIUM,17.5,4.1,10.2,2.8,1.1,W,0
271,2001-09-29,34.25,250190390,KRAKÓW-OBSERWATORIUM,15.4,7.3,10.1,5.8,0.0,,0
272,2001-09-30,41.35,250190390,KRAKÓW-OBSERWATORIUM,18.0,7.9,12.0,6.3,0.0,,0
273,2001-10-01,43.45,250190390,KRAKÓW-OBSERWATORIUM,21.2,9.0,14.0,7.1,0.0,W,0
274,2001-10-02,35.7,250190390,KRAKÓW-OBSERWATORIUM,25.0,14.9,18.7,13.1,0.0,W,0
275,2001-10-03,41.05,250190390,KRAKÓW-OBSERWATORIUM,27.9,12.9,18.8,10.4,0.0,,0
276,2001-10-04,38.95,250190390,KRAKÓW-OBSERWATORIUM,24.8,13.3,16.7,10.9,2.2,W,0
277,2001-10-05,34.45,250190390,KRAKÓW-OBSERWATORIUM,17.0,11.1,12.8,9.3,0.0,,0
278,2001-10-06,48.25,250190390,KRAKÓW-OBSERWATORIUM,19.2,8.6,12.3,7.4,0.0,,0
279,2001-10-07,46.8,250190390,KRAKÓW-OBSERWATORIUM,22.7,8.3,14.0,6.9,0.0,W,0
280,2001-10-08,55.05,250190390,KRAKÓW-OBSERWATORIUM,18.5,12.2,14.4,9.9,2.4,W,0
281,2001-10-09,59.25,250190390,KRAKÓW-OBSERWATORIUM,23.1,10.0,15.6,7.8,0.0,,0
282,2001-10-10,57.7,250190390,KRAKÓW-OBSERWATORIUM,20.7,13.2,15.7,10.8,0.0,,0
283,2001-10-11,33.95,250190390,KRAKÓW-OBSERWATORIUM,16.7,11.1,13.5,9.3,0.1,W,0
284,2001-10-12,32.05,250190390,KRAKÓW-OBSERWATORIUM,17.5,11.3,14.1,11.3,0.5,W,0
285,2001-10-13,50.5,250190390,KRAKÓW-OBSERWATORIUM,20.8,7.0,12.1,5.2,0.0,,0
286,2001-10-14,44.5,250190390,KRAKÓW-OBSERWATORIUM,22.3,6.7,12.4,4.6,0.0,,0
287,2001-10-15,56.1,250190390,KRAKÓW-OBSERWATORIUM,22.3,7.8,13.0,5.8,0.0,,0
288,2001-10-16,86.2,250190390,KRAKÓW-OBSERWATORIUM,14.9,7.5,10.9,5.5,0.0,,0
289,2001-10-17,79.05000000000001,250190390,KRAKÓW-OBSERWATORIUM,13.9,10.7,12.0,10.5,0.0,W,0
290,2001-10-18,63.35,250190390,KRAKÓW-OBSERWATORIUM,12.5,11.1,11.7,11.1,0.0,,0
291,2001-10-19,56.5,250190390,KRAKÓW-OBSERWATORIUM,14.2,10.3,11.7,8.4,0.0,,0
292,2001-10-20,71.1,250190390,KRAKÓW-OBSERWATORIUM,14.9,4.4,8.1,2.3,0.0,,0
293,2001-10-21,82.25,250190390,KRAKÓW-OBSERWATORIUM,12.8,4.0,8.5,2.3,0.0,W,0
294,2001-10-22,24.45,250190390,KRAKÓW-OBSERWATORIUM,14.2,12.0,12.8,10.9,2.3,W,0
295,2001-10-23,33.95,250190390,KRAKÓW-OBSERWATORIUM,12.8,7.7,9.5,7.3,0.4,W,0
296,2001-10-24,35.25,250190390,KRAKÓW-OBSERWATORIUM,8.1,2.4,4.3,0.1,0.0,,0
297,2001-10-25,76.85,250190390,KRAKÓW-OBSERWATORIUM,6.9,-3.4,2.0,-4.2,0.0,,0
298,2001-10-26,90.4,250190390,KRAKÓW-OBSERWATORIUM,12.8,6.7,9.4,6.3,0.0,,0
299,2001-10-27,68.1,250190390,KRAKÓW-OBSERWATORIUM,14.1,5.7,8.3,3.3,0.0,,0
300,2001-10-28,49.5,250190390,KRAKÓW-OBSERWATORIUM,11.2,3.6,7.4,1.4,2.9,W,0
301,2001-10-29,25.15,250190390,KRAKÓW-OBSERWATORIUM,10.8,7.9,8.9,6.9,1.0,W,0
302,2001-10-30,24.35,250190390,KRAKÓW-OBSERWATORIUM,14.5,7.9,11.5,5.6,0.0,,0
303,2001-10-31,41.7,250190390,KRAKÓW-OBSERWATORIUM,26.1,9.3,15.2,6.1,0.6,W,0
304,2001-11-01,18.8,250190390,KRAKÓW-OBSERWATORIUM,17.8,6.0,9.8,4.8,2.6,W,0
305,2001-11-02,32.3,250190390,KRAKÓW-OBSERWATORIUM,9.6,2.4,4.9,-0.7,0.0,,0
306,2001-11-03,51.4,250190390,KRAKÓW-OBSERWATORIUM,8.2,-1.0,4.2,-3.1,0.0,,0
307,2001-11-04,42.1,250190390,KRAKÓW-OBSERWATORIUM,10.2,7.3,8.1,4.3,0.1,W,0
308,2001-11-05,42.1,250190390,KRAKÓW-OBSERWATORIUM,10.6,3.5,6.6,0.9,0.2,W,0
309,2001-11-06,46.1,250190390,KRAKÓW-OBSERWATORIUM,10.1,-1.2,3.7,-3.5,0.4,W,0
310,2001-11-07,31.3,250190390,KRAKÓW-OBSERWATORIUM,9.5,6.2,7.4,4.8,5.1,W,0
311,2001-11-08,24.3,250190390,KRAKÓW-OBSERWATORIUM,11.2,5.5,8.4,3.0,4.0,W,0
312,2001-11-09,24.4,250190390,KRAKÓW-OBSERWATORIUM,11.8,2.3,5.7,0.6,0.0,W,0
313,2001-11-10,61.6,250190390,KRAKÓW-OBSERWATORIUM,4.5,-0.8,1.1,-2.9,0.0,W,0
314,2001-11-11,72.7,250190390,KRAKÓW-OBSERWATORIUM,6.3,-3.5,0.5,-5.0,0.0,,0
315,2001-11-12,65.2,250190390,KRAKÓW-OBSERWATORIUM,6.5,-1.1,2.5,-3.2,0.0,W,0
316,2001-11-13,49.7,250190390,KRAKÓW-OBSERWATORIUM,5.0,1.1,3.0,-2.0,0.4,W,0
317,2001-11-14,33.2,250190390,KRAKÓW-OBSERWATORIUM,4.3,-0.9,0.7,-3.7,0.0,,0
318,2001-11-15,54.2,250190390,KRAKÓW-OBSERWATORIUM,5.2,-1.3,1.3,-4.0,0.3,S,0
319,2001-11-16,36.8,250190390,KRAKÓW-OBSERWATORIUM,6.5,1.7,3.4,-0.4,0.2,W,0
320,2001-11-17,81.2,250190390,KRAKÓW-OBSERWATORIUM,5.0,-2.4,0.0,-5.5,0.0,,0
321,2001-11-18,60.4,250190390,KRAKÓW-OBSERWATORIUM,8.0,-2.0,2.1,-5.3,0.0,,0
322,2001-11-19,50.5,250190390,KRAKÓW-OBSERWATORIUM,4.0,0.5,2.3,0.3,0.6,S,0
323,2001-11-20,31.0,250190390,KRAKÓW-OBSERWATORIUM,4.0,0.4,1.7,-1.9,1.1,S,0
324,2001-11-21,32.6,250190390,KRAKÓW-OBSERWATORIUM,5.3,1.8,3.6,1.1,0.3,W,0
325,2001-11-22,23.6,250190390,KRAKÓW-OBSERWATORIUM,5.4,3.4,4.3,1.8,11.6,W,0
326,2001-11-23,19.5,250190390,KRAKÓW-OBSERWATORIUM,4.0,0.2,1.4,-0.2,2.1,S,0
327,2001-11-24,17.2,250190390,KRAKÓW-OBSERWATORIUM,1.7,0.0,0.7,-1.3,1.1,S,3
328,2001-11-25,21.3,250190390,KRAKÓW-OBSERWATORIUM,0.9,-0.9,-0.3,-1.7,9.2,S,0
329,2001-11-26,34.9,250190390,KRAKÓW-OBSERWATORIUM,-0.2,-2.8,-1.8,-3.9,4.0,S,13
330,2001-11-27,104.0,250190390,KRAKÓW-OBSERWATORIUM,-2.1,-10.1,-6.4,-16.7,1.2,S,14
331,2001-11-28,153.1,250190390,KRAKÓW-OBSERWATORIUM,1.1,-3.5,-1.3,-7.2,1.5,S,13
332,2001-11-29,59.7,250190390,KRAKÓW-OBSERWATORIUM,2.1,-0.6,1.1,-1.4,0.2,W,9
333,2001-11-30,42.9,250190390,KRAKÓW-OBSERWATORIUM,1.1,-1.1,-0.3,-2.2,0.0,,5
334,2001-12-01,40.2,250190390,KRAKÓW-OBSERWATORIUM,-1.0,-1.9,-1.5,-2.1,0.0,W,5
335,2001-12-02,32.3,250190390,KRAKÓW-OBSERWATORIUM,0.3,-1.8,-0.7,-2.1,0.0,,5
336,2001-12-03,38.9,250190390,KRAKÓW-OBSERWATORIUM,0.4,-1.2,-0.6,-1.2,0.0,,5
337,2001-12-04,60.2,250190390,KRAKÓW-OBSERWATORIUM,-0.8,-4.8,-3.7,-8.2,0.6,W,4
338,2001-12-05,106.0,250190390,KRAKÓW-OBSERWATORIUM,0.8,-6.1,-1.9,-9.3,1.3,S,4
339,2001-12-06,86.7,250190390,KRAKÓW-OBSERWATORIUM,1.5,-2.8,-1.1,-6.6,0.8,S,6
340,2001-12-07,78.9,250190390,KRAKÓW-OBSERWATORIUM,-0.4,-10.1,-6.4,-11.8,0.0,W,5
341,2001-12-08,164.1,250190390,KRAKÓW-OBSERWATORIUM,-5.8,-12.2,-9.7,-13.2,0.0,,5
342,2001-12-09,213.4,250190390,KRAKÓW-OBSERWATORIUM,-8.8,-13.2,-12.0,-14.2,0.0,,5
343,2001-12-10,154.9,250190390,KRAKÓW-OBSERWATORIUM,-1.7,-13.4,-5.8,-14.1,3.4,S,5
344,2001-12-11,72.6,250190390,KRAKÓW-OBSERWATORIUM,0.2,-1.9,-1.0,-2.4,0.8,S,9
345,2001-12-12,40.1,250190390,KRAKÓW-OBSERWATORIUM,-0.8,-4.4,-3.1,-4.7,1.8,S,10
346,2001-12-13,63.2,250190390,KRAKÓW-OBSERWATORIUM,-4.4,-16.6,-12.8,-17.7,0.6,S,12
347,2001-12-14,105.6,250190390,KRAKÓW-OBSERWATORIUM,-9.0,-13.9,-11.5,-12.4,0.7,S,14
348,2001-12-15,75.3,250190390,KRAKÓW-OBSERWATORIUM,-4.2,-10.7,-6.6,-11.2,2.0,S,15
349,2001-12-16,30.5,250190390,KRAKÓW-OBSERWATORIUM,-3.0,-8.2,-5.9,-13.2,0.4,S,18
350,2001-12-17,54.5,250190390,KRAKÓW-OBSERWATORIUM,-4.8,-8.2,-6.1,-13.4,0.6,S,14
351,2001-12-18,50.6,250190390,KRAKÓW-OBSERWATORIUM,1.2,-5.0,-1.3,-5.7,2.7,S,15
352,2001-12-19,28.6,250190390,KRAKÓW-OBSERWATORIUM,2.4,-0.8,0.9,-3.4,0.8,S,18
353,2001-12-20,23.6,250190390,KRAKÓW-OBSERWATORIUM,2.4,-4.0,-1.5,-5.0,1.8,S,17
354,2001-12-21,29.7,250190390,KRAKÓW-OBSERWATORIUM,-1.7,-10.4,-5.9,-16.7,0.6,S,19
355,2001-12-22,42.9,250190390,KRAKÓW-OBSERWATORIUM,0.9,-4.2,-2.2,-12.2,2.1,S,18
356,2001-12-23,41.3,250190390,KRAKÓW-OBSERWATORIUM,-1.0,-7.9,-5.5,-15.0,1.0,S,21
357,2001-12-24,48.2,250190390,KRAKÓW-OBSERWATORIUM,-1.6,-11.8,-6.2,-17.9,0.0,W,22
358,2001-12-25,23.0,250190390,KRAKÓW-OBSERWATORIUM,3.1,-5.3,0.1,-10.4,0.0,W,20
359,2001-12-26,32.0,250190390,KRAKÓW-OBSERWATORIUM,3.1,-1.5,0.6,-7.1,0.0,W,19
360,2001-12-27,83.1,250190390,KRAKÓW-OBSERWATORIUM,1.2,-2.8,-1.7,-11.0,0.0,W,18
361,2001-12-28,89.0,250190390,KRAKÓW-OBSERWATORIUM,3.2,-10.4,-2.9,-17.1,1.1,S,18
362,2001-12-29,22.3,250190390,KRAKÓW-OBSERWATORIUM,4.5,1.0,2.8,-0.2,3.1,S,16
363,2001-12-30,25.3,250190390,KRAKÓW-OBSERWATORIUM,2.2,-1.5,-0.3,-4.3,1.9,S,20
364,2001-12-31,24.0,250190390,KRAKÓW-OBSERWATORIUM,-0.7,-4.0,-2.7,-6.5,3.5,S,23
365,2002-01-01,29.2,250190390,KRAKÓW-OBSERWATORIUM,-2.4,-7.6,-5.0,-9.1,4.9,S,27
366,2002-01-02,19.1,250190390,KRAKÓW-OBSERWATORIUM,1.0,-5.4,-2.7,-6.1,2.4,S,30
367,2002-01-03,65.3,250190390,KRAKÓW-OBSERWATORIUM,-5.4,-15.3,-12.1,-24.7,0.1,S,35
368,2002-01-04,257.0,250190390,KRAKÓW-OBSERWATORIUM,-10.7,-19.0,-15.1,-26.8,0.0,W,31
369,2002-01-05,138.2,250190390,KRAKÓW-OBSERWATORIUM,-3.2,-14.0,-7.4,-18.1,0.1,S,30
370,2002-01-06,73.6,250190390,KRAKÓW-OBSERWATORIUM,1.5,-7.9,-3.0,-15.7,2.2,S,28
371,2002-01-07,93.3,250190390,KRAKÓW-OBSERWATORIUM,1.4,-0.4,0.4,-0.5,0.2,S,31
372,2002-01-08,88.3,250190390,KRAKÓW-OBSERWATORIUM,1.0,0.1,0.5,-1.1,0.0,W,28
373,2002-01-09,85.8,250190390,KRAKÓW-OBSERWATORIUM,0.6,-1.0,-0.5,-1.4,0.0,,26
374,2002-01-10,120.4,250190390,KRAKÓW-OBSERWATORIUM,-0.9,-3.8,-2.8,-3.8,0.0,W,26
375,2002-01-11,110.1,250190390,KRAKÓW-OBSERWATORIUM,-3.5,-5.3,-4.7,-11.3,0.0,W,26
376,2002-01-12,177.9,250190390,KRAKÓW-OBSERWATORIUM,-2.4,-8.9,-5.8,-13.8,0.0,,25
377,2002-01-13,169.9,250190390,KRAKÓW-OBSERWATORIUM,-0.9,-3.1,-1.9,-3.7,0.0,W,25
378,2002-01-14,72.1,250190390,KRAKÓW-OBSERWATORIUM,-1.3,-2.5,-2.2,-3.1,0.0,W,24
379,2002-01-15,128.9,250190390,KRAKÓW-OBSERWATORIUM,-2.1,-5.1,-3.7,-12.3,0.0,,23
380,2002-01-16,195.1,250190390,KRAKÓW-OBSERWATORIUM,-4.7,-9.0,-7.5,-14.4,0.0,W,23
381,2002-01-17,114.2,250190390,KRAKÓW-OBSERWATORIUM,-4.7,-10.2,-6.3,-14.2,0.0,,23
382,2002-01-18,141.2,250190390,KRAKÓW-OBSERWATORIUM,-4.4,-7.4,-6.4,-12.8,0.0,W,23
383,2002-01-19,211.7,250190390,KRAKÓW-OBSERWATORIUM,-0.1,-8.5,-3.9,-10.7,0.6,S,22
384,2002-01-20,66.0,250190390,KRAKÓW-OBSERWATORIUM,4.5,-1.7,1.7,-4.2,5.1,W,22
385,2002-01-21,37.3,250190390,KRAKÓW-OBSERWATORIUM,6.0,1.0,4.0,-2.7,4.2,W,20
386,2002-01-22,101.6,250190390,KRAKÓW-OBSERWATORIUM,10.8,3.0,5.8,-1.6,0.0,,11
387,2002-01-23,118.3,250190390,KRAKÓW-OBSERWATORIUM,9.9,1.8,4.9,-1.8,0.0,,8
388,2002-01-24,171.1,250190390,KRAKÓW-OBSERWATORIUM,9.4,-1.0,3.8,-4.7,0.1,W,0
389,2002-01-25,64.9,250190390,KRAKÓW-OBSERWATORIUM,8.2,3.7,5.7,-0.3,0.4,S,0
390,2002-01-26,67.0,250190390,KRAKÓW-OBSERWATORIUM,8.4,0.0,4.3,-3.1,1.8,W,0
391,2002-01-27,39.4,250190390,KRAKÓW-OBSERWATORIUM,11.4,4.9,9.0,1.8,4.7,W,0
392,2002-01-28,70.7,250190390,KRAKÓW-OBSERWATORIUM,12.6,4.0,8.3,-0.2,3.3,W,0
393,2002-01-29,57.9,250190390,KRAKÓW-OBSERWATORIUM,14.0,7.1,11.0,5.6,0.0,W,0
394,2002-01-30,113.7,250190390,KRAKÓW-OBSERWATORIUM,14.0,4.3,8.6,-1.7,0.0,W,0
395,2002-01-31,166.0,250190390,KRAKÓW-OBSERWATORIUM,12.5,2.3,6.9,-1.2,0.0,,0
396,2002-02-01,132.1,250190390,KRAKÓW-OBSERWATORIUM,11.7,1.1,5.4,-3.1,0.0,,0
397,2002-02-02,163.5,250190390,KRAKÓW-OBSERWATORIUM,15.5,1.6,6.8,-2.2,0.0,,0
398,2002-02-03,231.9,250190390,KRAKÓW-OBSERWATORIUM,15.4,-0.1,5.4,-3.2,0.0,,0
399,2002-02-04,215.5,250190390,KRAKÓW-OBSERWATORIUM,14.4,-0.9,5.2,-3.8,0.0,,0
400,2002-02-05,424.8,250190390,KRAKÓW-OBSERWATORIUM,13.2,-2.3,3.4,-5.8,0.0,,0
401,2002-02-06,318.6,250190390,KRAKÓW-OBSERWATORIUM,10.6,-1.5,3.5,-4.7,0.0,,0
402,2002-02-07,165.4,250190390,KRAKÓW-OBSERWATORIUM,8.0,2.5,5.1,-0.7,0.1,W,0
403,2002-02-08,66.6,250190390,KRAKÓW-OBSERWATORIUM,7.3,4.0,5.2,2.3,1.6,W,0
404,2002-02-09,53.3,250190390,KRAKÓW-OBSERWATORIUM,9.3,2.6,6.1,-1.2,1.0,W,0
405,2002-02-10,46.5,250190390,KRAKÓW-OBSERWATORIUM,10.0,5.5,7.7,2.9,5.2,W,0
406,2002-02-11,37.2,250190390,KRAKÓW-OBSERWATORIUM,7.5,4.8,6.2,2.0,2.6,W,0
407,2002-02-12,31.1,250190390,KRAKÓW-OBSERWATORIUM,13.3,7.0,9.9,5.5,5.0,W,0
408,2002-02-13,49.4,250190390,KRAKÓW-OBSERWATORIUM,10.5,5.1,7.2,3.2,0.5,W,0
409,2002-02-14,91.7,250190390,KRAKÓW-OBSERWATORIUM,5.1,-1.2,0.8,-4.3,0.0,,0
410,2002-02-15,155.8,250190390,KRAKÓW-OBSERWATORIUM,4.4,-4.5,-1.2,-7.6,0.0,,0
411,2002-02-16,235.1,250190390,KRAKÓW-OBSERWATORIUM,7.6,-4.9,-0.1,-8.1,0.0,,0
412,2002-02-17,280.0,250190390,KRAKÓW-OBSERWATORIUM,10.7,-4.5,1.4,-7.9,0.0,W,0
413,2002-02-18,235.4,250190390,KRAKÓW-OBSERWATORIUM,7.8,1.0,4.4,-2.3,0.3,W,0
414,2002-02-19,76.2,250190390,KRAKÓW-OBSERWATORIUM,8.3,2.9,5.4,-0.7,2.3,S,0
415,2002-02-20,39.8,250190390,KRAKÓW-OBSERWATORIUM,6.2,0.7,3.7,-0.2,2.2,W,0
416,2002-02-21,48.7,250190390,KRAKÓW-OBSERWATORIUM,7.0,1.9,4.1,1.3,3.2,S,0
417,2002-02-22,87.4,250190390,KRAKÓW-OBSERWATORIUM,1.9,-5.7,-2.0,-7.5,0.0,W,0
418,2002-02-23,52.3,250190390,KRAKÓW-OBSERWATORIUM,9.2,0.3,4.4,-0.6,3.6,S,0
419,2002-02-24,42.0,250190390,KRAKÓW-OBSERWATORIUM,5.0,0.3,1.8,-1.7,0.8,S,0
420,2002-02-25,61.3,250190390,KRAKÓW-OBSERWATORIUM,4.0,-1.6,0.6,-5.0,1.2,S,0
421,2002-02-26,62.8,250190390,KRAKÓW-OBSERWATORIUM,11.2,-1.5,4.6,-4.2,1.7,W,0
422,2002-02-27,52.9,250190390,KRAKÓW-OBSERWATORIUM,14.7,6.0,9.9,5.4,6.0,W,0
423,2002-02-28,76.0,250190390,KRAKÓW-OBSERWATORIUM,9.0,1.4,4.8,-2.2,0.3,W,0
424,2002-03-01,67.7,250190390,KRAKÓW-OBSERWATORIUM,12.0,0.4,5.5,-2.7,0.0,W,0
425,2002-03-02,86.1,250190390,KRAKÓW-OBSERWATORIUM,7.6,2.5,4.2,-0.7,0.6,W,0
426,2002-03-03,60.0,250190390,KRAKÓW-OBSERWATORIUM,4.4,0.5,1.7,-1.7,0.1,S,0
427,2002-03-04,94.4,250190390,KRAKÓW-OBSERWATORIUM,8.5,-1.4,3.3,-4.5,0.0,,0
428,2002-03-05,217.1,250190390,KRAKÓW-OBSERWATORIUM,13.7,-2.0,4.6,-4.8,0.0,,0
429,2002-03-06,267.8,250190390,KRAKÓW-OBSERWATORIUM,20.6,-0.6,9.0,-3.7,0.8,W,0
430,2002-03-07,110.8,250190390,KRAKÓW-OBSERWATORIUM,16.6,5.6,9.9,5.6,8.9,W,0
431,2002-03-08,69.8,250190390,KRAKÓW-OBSERWATORIUM,10.2,1.5,5.4,0.5,0.0,W,0
432,2002-03-09,123.9,250190390,KRAKÓW-OBSERWATORIUM,16.5,-1.3,6.1,-4.2,0.0,,0
433,2002-03-10,87.5,250190390,KRAKÓW-OBSERWATORIUM,10.7,1.6,5.2,-2.2,0.0,W,0
434,2002-03-11,172.6,250190390,KRAKÓW-OBSERWATORIUM,17.0,-1.8,5.7,-5.5,0.0,,0
435,2002-03-12,231.3,250190390,KRAKÓW-OBSERWATORIUM,18.9,-0.8,7.4,-4.4,0.0,,0
436,2002-03-13,242.6,250190390,KRAKÓW-OBSERWATORIUM,17.2,1.5,7.9,-2.7,0.0,,0
437,2002-03-14,186.2,250190390,KRAKÓW-OBSERWATORIUM,19.9,1.0,7.8,-2.7,0.0,W,0
438,2002-03-15,92.3,250190390,KRAKÓW-OBSERWATORIUM,8.5,3.9,5.3,3.8,0.0,W,0
439,2002-03-16,107.3,250190390,KRAKÓW-OBSERWATORIUM,9.0,2.3,5.3,1.8,1.2,W,0
440,2002-03-17,119.1,250190390,KRAKÓW-OBSERWATORIUM,17.8,3.0,9.2,2.2,0.0,,0
441,2002-03-18,157.8,250190390,KRAKÓW-OBSERWATORIUM,17.9,1.7,8.8,-1.7,0.0,,0
442,2002-03-19,161.2,250190390,KRAKÓW-OBSERWATORIUM,16.8,2.8,7.9,-1.2,6.2,W,0
443,2002-03-20,55.3,250190390,KRAKÓW-OBSERWATORIUM,11.0,5.9,7.7,4.0,0.0,W,0
444,2002-03-21,55.6,250190390,KRAKÓW-OBSERWATORIUM,9.8,5.4,7.1,4.5,0.8,W,0
445,2002-03-22,44.9,250190390,KRAKÓW-OBSERWATORIUM,8.4,2.9,5.2,-0.2,0.9,S,0
446,2002-03-23,36.4,250190390,KRAKÓW-OBSERWATORIUM,5.0,0.4,1.9,-0.2,0.9,S,0
447,2002-03-24,39.7,250190390,KRAKÓW-OBSERWATORIUM,5.2,1.0,2.5,-0.7,0.0,W,0
448,2002-03-25,46.9,250190390,KRAKÓW-OBSERWATORIUM,2.5,0.6,1.6,0.0,1.0,S,0
449,2002-03-26,57.2,250190390,KRAKÓW-OBSERWATORIUM,6.0,1.3,3.4,0.8,0.0,,0
450,2002-03-27,63.1,250190390,KRAKÓW-OBSERWATORIUM,5.8,-0.7,2.0,-2.7,0.0,,0
451,2002-03-28,90.2,250190390,KRAKÓW-OBSERWATORIUM,10.0,-1.3,3.3,-4.7,0.0,,0
452,2002-03-29,140.7,250190390,KRAKÓW-OBSERWATORIUM,14.3,-0.5,5.7,-3.2,0.0,,0
453,2002-03-30,113.6,250190390,KRAKÓW-OBSERWATORIUM,18.2,0.1,8.0,-3.6,0.0,,0
454,2002-03-31,99.3,250190390,KRAKÓW-OBSERWATORIUM,20.4,0.9,9.4,-2.6,0.0,,0
455,2002-04-01,76.8,250190390,KRAKÓW-OBSERWATORIUM,18.3,3.8,10.3,0.1,2.0,W,0
456,2002-04-02,75.8,250190390,KRAKÓW-OBSERWATORIUM,14.0,6.1,9.5,3.5,0.0,,0
